date,timeset,timefixation,start,average,stop,time,data
9/23/2018 2:40:58 PM,60,None,52.44,1823.938,112.47,"53.000 54.000 55.000 56.000 57.000 58.000 59.000 60.000 61.000 62.000 63.000 64.000 65.000 66.000 67.000 68.000 69.000 70.000 71.000 72.000 73.000 74.000 75.000 76.000 77.000 78.000 79.000 80.000 81.000 82.000 83.000 84.000 85.000 86.000 87.000 88.000 89.000 90.000 91.000 92.000 93.000 94.000 95.000 96.000 97.000 98.000 99.000 100.000 101.000 102.000 103.000 104.000 105.000 106.000 107.000 108.000 109.000 110.000 111.000 112.000 ","1974.367 2449.176 2612.273 2652.985 3078.206 3428.885 3313.384 3036.983 2962.428 2789.671 3215.125 3282.054 2238.823 2417.909 2257.544 2063.036 1687.628 1494.245 1689.237 1106.345 1273.890 1327.503 1015.627 1533.143 975.231 1273.216 1021.095 1141.222 1163.089 1258.948 1025.253 1037.450 949.284 1006.328 901.582 857.470 948.445 898.378 922.618 906.376 846.111 806.688 972.486 898.637 1153.475 1169.740 1470.819 1529.350 1958.812 2113.303 2301.447 2276.247 2526.926 2480.749 2481.815 2472.580 2629.316 2443.798 2629.513 2886.209 "
