date,timeset,start,difficult,feedbackthreshold,baseline,threshold,gametime,gametrigger,movetime,movetrigger,moveEnd,score,stop,time,data
9/11/2018 2:10:41 PM,None,2479.75,easy,0.5,0,1,,,,,,0,2481.19,"2479.973 2480.973 ","0.005 0.002 "
