date,timeset,timefixation,start,difficult,feedbackthreshold,baseline,threshold,gametime,gametrigger,movetime,movetrigger,moveEnd,score,stop,time,data
9/23/2018 3:47:29 PM,240,30,519.22,easy,0.5,20,45,"557.902 564.281 570.250 575.969 581.125 586.313 592.313 599.156 604.250 612.125 617.625 623.094 628.875 633.938 639.844 646.625 652.563 658.500 664.438 670.344 676.281 682.219 688.156 694.125 699.906 705.219 712.938 718.875 724.781 ","1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ","555.781 556.656 557.125 557.406 558.656 567.844 569.156 570.813 573.406 574.781 575.375 576.813 577.500 578.469 579.563 580.219 581.031 581.719 582.750 585.191 585.719 585.844 586.719 587.125 588.813 591.250 591.688 591.906 592.469 593.219 593.594 594.719 595.781 597.250 598.313 598.969 603.125 603.813 604.219 605.406 605.906 606.844 607.406 609.125 609.656 610.531 613.594 615.500 616.219 616.625 617.125 621.156 622.000 622.781 623.844 626.875 627.750 628.188 628.500 630.281 631.469 632.875 635.281 636.281 638.844 639.688 640.375 641.969 642.656 650.625 656.031 656.688 657.531 658.969 660.938 662.344 663.000 663.719 665.031 666.031 666.789 668.406 668.969 669.594 672.469 674.625 675.156 680.656 683.063 684.000 684.938 686.625 687.781 688.938 692.219 693.438 694.438 698.156 699.719 700.688 701.719 703.031 703.938 704.906 705.625 706.656 707.348 709.969 710.758 711.375 712.531 713.406 714.594 715.594 716.125 719.156 722.031 723.281 727.719 729.094 ","1 2 1 2 2 1 1 1 1 1 2 1 1 1 2 2 2 1 2 1 1 2 2 1 1 1 1 2 1 2 1 1 1 1 1 2 1 2 1 1 2 1 1 1 1 1 1 2 1 2 1 1 1 2 2 1 2 1 2 1 1 1 1 1 1 2 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ","556.063 556.813 557.313 558.031 559.125 568.781 569.313 571.031 574.219 574.969 575.520 577.078 577.844 578.656 579.781 580.375 581.188 581.938 582.969 585.594 585.750 586.438 587.000 587.500 588.938 591.625 591.750 592.250 592.594 593.563 593.844 594.969 595.938 597.469 598.469 599.094 603.750 604.156 604.469 605.719 606.563 607.063 607.594 609.344 610.156 610.688 614.094 615.656 616.438 616.781 617.219 621.281 622.156 623.000 624.125 627.500 627.875 628.406 629.000 630.844 631.625 633.156 635.531 636.469 639.438 639.875 640.906 642.281 642.813 650.938 656.281 657.094 657.719 659.344 661.094 662.531 663.125 663.875 665.281 666.250 666.938 668.594 669.063 669.719 672.660 674.813 675.270 680.938 683.531 684.281 685.031 686.844 687.938 689.125 692.844 693.688 694.969 698.531 699.938 701.000 701.875 703.250 704.219 705.125 705.813 707.063 707.563 710.344 710.969 711.563 712.656 713.875 714.723 715.719 716.656 719.719 722.531 723.438 728.219 ",290,759.22,"519.629 520.629 521.629 522.629 523.629 524.629 525.629 526.629 527.629 528.629 529.629 530.629 531.629 532.629 533.629 534.629 535.629 536.629 537.629 538.629 539.629 540.629 541.629 542.629 543.629 544.629 545.629 546.629 547.629 548.629 549.629 550.629 551.629 552.629 553.629 554.629 555.629 556.629 557.629 558.629 559.629 560.629 561.629 562.629 563.629 564.629 565.629 566.629 567.629 568.629 569.629 570.629 571.629 572.629 573.629 574.629 575.629 576.629 577.629 578.629 579.629 580.629 581.629 582.629 583.629 584.629 585.629 586.629 587.629 588.629 589.629 590.629 591.629 592.629 593.629 594.629 595.629 596.629 597.629 598.629 599.629 600.629 601.629 602.629 603.629 604.629 605.629 606.629 607.629 608.629 609.629 610.629 611.629 612.629 613.629 614.629 615.629 616.629 617.629 618.629 619.629 620.629 621.629 622.629 623.629 624.629 625.629 626.629 627.629 628.629 629.629 630.629 631.629 632.629 633.629 634.629 635.629 636.629 637.629 638.629 639.629 640.629 641.629 642.629 643.629 644.629 645.629 646.629 647.629 648.629 649.629 650.629 651.629 652.629 653.629 654.629 655.629 656.629 657.629 658.629 659.629 660.629 661.629 662.629 663.629 664.629 665.629 666.629 667.629 668.629 669.629 670.629 671.629 672.629 673.629 674.629 675.629 676.629 677.629 678.629 679.629 680.629 681.629 682.629 683.629 684.629 685.629 686.629 687.629 688.629 689.629 690.629 691.629 692.629 693.629 694.629 695.629 696.629 697.629 698.629 699.629 700.629 701.629 702.629 703.629 704.629 705.629 706.629 707.629 708.629 709.629 710.629 711.629 712.629 713.629 714.629 715.629 716.629 717.629 718.629 719.629 720.629 721.629 722.629 723.629 724.629 725.629 726.629 727.629 728.629 729.629 730.629 731.629 732.629 733.629 734.629 735.629 736.629 737.629 738.629 739.629 740.629 741.629 742.629 743.629 744.629 745.629 746.629 747.629 748.629 749.629 750.629 751.629 752.629 753.629 754.629 755.629 756.629 757.629 758.629 ","62.358 25.849 181.027 57.500 31.130 32.213 270.397 37.990 25.868 22.867 25.428 24.245 275.853 93.757 23.266 26.748 22.486 23.087 47.541 33.817 39.681 16.873 79.365 25.015 22.656 29.794 13.595 9.259 11.849 12.375 18.626 54.632 40.885 52.081 31.841 21.329 19.223 24.917 20.186 13.870 43.693 31.903 69.104 48.066 16.788 13.058 16.385 17.635 27.439 25.117 36.773 23.860 19.658 45.402 47.999 21.682 21.419 17.077 31.616 52.030 36.090 26.605 38.379 14.998 13.492 23.472 53.140 66.178 18.490 19.026 46.563 27.898 73.193 50.984 18.413 24.381 23.225 17.572 12.570 18.224 32.154 15.796 26.379 77.946 23.366 37.222 16.803 16.574 28.136 28.608 50.413 21.578 26.643 18.948 16.735 25.431 70.045 47.695 29.000 16.282 46.035 56.879 19.954 27.296 22.888 15.488 30.197 25.977 16.012 13.614 12.807 18.741 13.020 29.822 20.823 10.109 27.896 9.670 23.508 137.200 66.900 28.455 23.096 37.571 22.995 36.453 55.642 30.015 12.053 34.377 20.829 58.754 23.028 34.218 12.435 43.408 48.956 24.754 22.045 20.904 10.336 17.282 35.327 12.314 29.097 48.755 33.802 17.983 26.561 27.619 16.193 16.866 26.877 27.980 22.389 42.668 17.285 28.332 19.062 14.279 38.538 52.159 31.531 39.161 16.124 14.279 21.344 22.360 18.469 13.430 27.586 38.053 21.068 27.882 42.171 42.750 21.377 32.222 15.774 42.610 5.334 16.923 37.204 47.241 39.786 26.218 27.604 27.538 7.976 19.076 31.546 47.300 58.085 30.521 14.017 26.546 30.186 16.256 14.264 21.655 8.248 52.265 39.803 92.174 55.314 29.687 28.531 34.500 25.064 18.466 52.704 40.441 18.500 18.671 15.851 23.334 17.493 30.072 19.354 24.114 13.574 11.327 14.582 32.307 30.584 20.297 18.362 30.905 19.956 16.383 27.116 22.082 11.734 11.075 8.811 24.577 19.925 13.100 29.898 15.245 "
9/23/2018 3:51:58 PM,240,30,788.25,hard,0.5,20,45,"828.313 834.219 840.156 845.344 852.375 856.969 862.781 868.875 869.344 874.781 879.938 886.563 891.344 897.781 905.188 910.781 915.844 922.000 928.094 934.594 939.375 945.063 953.281 956.344 962.594 968.406 974.438 980.031 988.188 992.875 ","1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ","820.094 820.500 823.500 824.781 826.031 829.563 830.094 830.625 830.844 831.406 835.875 837.031 837.656 838.719 839.688 843.000 843.656 844.156 844.680 845.281 845.750 847.594 848.500 851.750 855.094 855.594 856.313 856.969 858.250 861.906 862.563 864.219 864.750 865.719 866.438 867.000 867.406 868.281 868.813 869.156 870.063 870.656 871.406 872.031 872.375 873.500 874.688 875.781 876.656 877.063 878.281 879.250 880.656 884.469 885.180 886.313 886.813 888.469 889.680 890.219 890.563 891.438 892.094 893.969 894.570 895.219 896.094 896.563 897.031 897.531 898.219 898.781 899.250 900.594 902.438 903.145 903.875 904.375 904.813 907.156 907.813 909.844 910.844 911.625 912.969 914.430 914.656 915.281 915.750 916.406 916.906 919.781 920.281 921.719 922.156 922.750 923.656 925.688 926.063 927.125 927.469 928.000 928.469 928.906 929.625 930.406 931.281 935.031 938.406 938.844 939.844 940.461 941.063 941.688 942.313 943.469 943.938 944.563 946.000 946.813 947.438 948.813 949.281 950.063 951.969 952.844 955.188 955.688 956.813 961.313 961.719 962.219 963.094 964.031 965.313 965.781 966.250 967.156 967.625 968.406 968.656 969.313 970.031 971.969 972.719 973.523 974.781 975.594 976.594 977.281 978.656 979.000 979.250 979.906 980.438 981.250 983.063 985.094 985.813 987.125 988.031 988.375 989.375 990.137 991.594 991.906 992.375 993.188 993.906 997.625 ","1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 2 2 1 1 1 1 2 1 1 2 2 1 1 1 2 2 1 1 1 1 1 1 2 1 1 1 2 1 2 2 1 1 2 2 1 1 2 1 1 2 1 2 1 2 1 2 1 1 2 1 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 2 1 2 1 1 1 2 1 1 2 2 1 1 1 2 2 1 1 1 1 2 2 1 1 1 1 1 2 1 2 1 2 1 2 1 2 1 1 2 2 1 2 2 1 2 2 1 1 1 2 2 1 2 1 1 2 1 2 1 1 1 1 1 2 1 2 1 1 2 1 1 1 1 2 2 1 1 2 2 1 1 ","820.219 820.906 824.094 825.254 826.219 829.688 830.281 830.719 831.000 832.031 836.813 837.219 837.938 838.844 840.156 843.375 843.938 844.344 845.031 845.375 846.000 847.813 849.188 853.031 855.313 856.063 856.969 857.469 858.688 862.219 862.813 864.469 864.969 865.938 866.813 867.188 867.906 868.594 869.031 869.906 870.438 871.031 871.563 872.250 872.969 873.656 875.500 876.156 876.813 877.438 879.094 879.875 881.063 884.719 886.250 886.531 887.375 888.719 889.969 890.406 891.281 891.813 892.406 894.344 894.844 895.719 896.219 896.844 897.281 897.688 898.563 898.938 899.438 900.813 902.656 903.688 903.969 904.535 905.563 907.344 907.969 910.563 911.375 911.844 913.219 914.531 914.969 915.438 916.000 916.656 917.156 920.125 920.750 922.094 922.625 923.156 923.813 925.883 926.469 927.375 927.656 928.313 928.656 929.188 929.844 930.594 931.875 935.750 938.594 939.375 940.219 940.750 941.219 941.906 942.719 943.719 944.250 945.063 946.289 947.031 947.625 949.000 949.813 950.281 952.438 953.531 955.406 956.250 957.199 961.531 961.875 962.531 963.781 964.656 965.469 965.938 966.750 967.375 968.102 968.500 969.063 969.844 970.285 972.531 973.250 974.344 975.281 975.719 976.906 977.438 978.781 979.156 979.844 980.063 981.125 981.594 983.379 985.344 986.094 987.281 988.219 989.000 989.688 990.344 991.719 992.188 992.875 993.594 994.125 ",280,1028.25,"788.629 789.629 790.629 791.629 792.629 793.629 794.629 795.629 796.629 797.629 798.629 799.629 800.629 801.629 802.629 803.629 804.629 805.629 806.629 807.629 808.629 809.629 810.629 811.629 812.629 813.629 814.629 815.629 816.629 817.629 818.629 819.629 820.629 821.629 822.629 823.629 824.629 825.629 826.629 827.629 828.629 829.629 830.629 831.629 832.629 833.629 834.629 835.629 836.629 837.629 838.629 839.629 840.629 841.629 842.629 843.629 844.629 845.629 846.629 847.629 848.629 849.629 850.629 851.629 852.629 853.629 854.629 855.629 856.629 857.629 858.629 859.629 860.629 861.629 862.629 863.629 864.629 865.629 866.629 867.629 868.629 869.629 870.629 871.629 872.629 873.629 874.629 875.629 876.629 877.629 878.629 879.629 880.629 881.629 882.629 883.629 884.629 885.629 886.629 887.629 888.629 889.629 890.629 891.629 892.629 893.629 894.629 895.629 896.629 897.629 898.629 899.629 900.629 901.629 902.629 903.629 904.629 905.629 906.629 907.629 908.629 909.629 910.629 911.629 912.629 913.629 914.629 915.629 916.629 917.629 918.629 919.629 920.629 921.629 922.629 923.629 924.629 925.629 926.629 927.629 928.629 929.629 930.629 931.629 932.629 933.629 934.629 935.629 936.629 937.629 938.629 939.629 940.629 941.629 942.629 943.629 944.629 945.629 946.629 947.629 948.629 949.629 950.629 951.629 952.629 953.629 954.629 955.629 956.629 957.629 958.629 959.629 960.629 961.629 962.629 963.629 964.629 965.629 966.629 967.629 968.629 969.629 970.629 971.629 972.629 973.629 974.629 975.629 976.629 977.629 978.629 979.629 980.629 981.629 982.629 983.629 984.629 985.629 986.629 987.629 988.629 989.629 990.629 991.629 992.629 993.629 994.629 995.629 996.629 997.629 998.629 999.629 1000.629 1001.629 1002.629 1003.629 1004.629 1005.629 1006.629 1007.629 1008.629 1009.629 1010.629 1011.629 1012.629 1013.629 1014.629 1015.629 1016.629 1017.629 1018.629 1019.629 1020.629 1021.629 1022.629 1023.629 1024.629 1025.629 1026.629 1027.629 ","20.484 19.354 22.999 27.691 15.479 13.294 15.182 17.468 21.320 55.722 38.856 37.865 44.481 11.330 23.395 44.338 26.685 29.426 44.648 26.973 31.220 14.251 19.720 18.097 4.826 18.488 16.744 199.990 223.962 72.513 134.201 43.413 26.008 70.378 49.953 30.003 26.559 25.266 26.240 28.195 33.545 100.371 52.038 13.456 8.618 27.358 41.865 29.550 36.478 59.806 33.308 29.428 16.821 21.934 11.186 36.861 14.217 12.085 38.043 46.364 24.402 40.479 85.665 23.051 34.197 25.541 25.005 77.154 82.776 45.819 34.737 35.701 63.658 54.481 101.515 83.455 22.430 47.002 55.839 27.454 15.194 26.758 47.665 22.558 88.512 55.591 25.428 15.103 14.706 40.853 37.991 52.042 31.238 54.346 38.305 28.772 14.844 37.506 9.829 25.558 59.261 28.903 16.614 40.322 11.213 44.461 30.564 16.508 9.446 9.653 56.712 46.231 38.447 32.414 14.728 26.482 19.060 13.173 33.404 110.077 56.527 28.696 22.367 28.657 36.321 101.213 45.126 57.162 56.603 36.931 45.761 93.863 37.501 13.318 63.516 17.804 31.057 18.870 21.164 8.037 26.425 26.969 25.913 59.826 13.159 32.633 20.142 32.156 45.756 27.105 35.426 42.066 21.925 61.889 30.892 16.953 16.457 21.837 15.507 48.603 36.025 22.362 49.850 26.910 67.764 46.264 15.575 23.445 13.584 19.593 37.780 21.584 9.319 27.291 44.405 35.265 25.782 36.919 24.587 137.752 98.690 40.690 38.772 26.168 30.574 28.270 47.484 51.803 63.889 36.620 19.235 36.412 29.181 17.673 30.867 22.802 20.440 17.672 38.401 16.252 22.263 36.249 61.280 35.221 17.745 10.618 17.985 29.263 9.374 15.792 16.742 31.936 17.305 41.047 14.233 29.440 11.504 19.379 10.771 34.200 26.102 25.536 17.544 44.730 19.746 19.444 14.838 29.444 13.907 17.373 23.271 22.716 18.024 32.355 17.826 9.161 29.119 11.444 19.420 18.697 "
