date,timeset,start,FocusingTime,stop,time,data
9/7/2018 3:02:27 PM,120,1497.13,"1515.566 1517.531 1517.594 1517.625 1517.719 1517.719 1517.813 1517.844 1517.938 1517.938 1518.031 1518.063 1518.156 1518.156 1518.219 1518.281 1518.344 1518.375 1518.438 1518.469 1518.563 1518.563 1518.688 1518.688 1518.875 1518.875 1519.063 1519.094 1521.250 1522.125 1522.375 1522.406 1527.250 1528.250 1528.313 1528.625 1528.969 1528.969 1529.313 1529.344 1529.613 1529.625 1536.250 1536.969 1548.441 1549.344 1549.938 1550.094 1551.344 1551.500 1560.250 1560.281 1562.656 1562.813 1563.469 1563.875 1564.250 1564.313 1565.828 1567.438 1567.750 1567.781 1569.750 1569.813 1570.844 1572.031 1575.500 1575.656 1575.813 1575.844 1581.688 1582.469 1584.688 1586.469 1586.656 1586.688 1586.875 1586.906 1587.063 1587.094 1588.594 1588.656 1591.625 1591.719 1594.348 1594.438 1594.813 1594.844 1595.250 1595.281 1595.625 1595.656 1609.375 1609.438 1609.719 1609.719 ",1618.75,"1497.316 1498.316 1499.316 1500.316 1501.316 1502.316 1503.316 1504.316 1505.316 1506.316 1507.316 1508.316 1509.316 1510.316 1511.316 1512.316 1513.316 1514.316 1515.316 1516.316 1517.316 1518.316 1519.316 1520.316 1521.316 1522.316 1523.316 1524.316 1525.316 1526.316 1527.316 1528.316 1529.316 1530.316 1531.316 1532.316 1533.316 1534.316 1535.316 1536.316 1537.316 1538.316 1539.316 1540.316 1541.316 1542.316 1543.316 1544.316 1545.316 1546.316 1547.316 1548.316 1549.316 1550.316 1551.316 1552.316 1553.316 1554.316 1555.316 1556.316 1557.316 1558.316 1559.316 1560.316 1561.316 1562.316 1563.316 1564.316 1565.316 1566.316 1567.316 1568.316 1569.316 1570.316 1571.316 1572.316 1573.316 1574.316 1575.316 1576.316 1577.316 1578.316 1579.316 1580.316 1581.316 1582.316 1583.316 1584.316 1585.316 1586.316 1587.316 1588.316 1589.316 1590.316 1591.316 1592.316 1593.316 1594.316 1595.316 1596.316 1597.316 1598.316 1599.316 1600.316 1601.316 1602.316 1603.316 1604.316 1605.316 1606.316 1607.316 1608.316 1609.316 1610.316 1611.316 1612.316 1613.316 1614.316 1615.316 1616.316 1617.316 1618.316 ","18.550 38.843 55.546 16.462 26.533 21.586 13.133 31.907 24.460 11.871 32.837 53.973 46.804 14.402 14.830 22.433 71.363 40.129 17.792 12.172 14.716 12.610 23.159 31.866 26.087 29.383 43.104 26.936 66.384 41.185 33.490 49.853 88.770 66.462 66.108 27.980 51.324 18.246 24.349 17.847 52.685 25.939 22.535 39.732 19.769 25.577 29.154 45.833 170.268 90.557 84.761 32.881 48.449 56.110 178.479 698.221 127.648 121.743 74.109 127.474 30.836 39.851 42.164 67.663 105.112 49.054 53.833 55.290 32.885 8.603 35.246 37.247 60.904 33.514 34.345 35.273 20.325 30.697 18.339 52.957 27.930 48.845 72.322 23.487 65.909 38.708 28.208 16.400 35.428 23.856 40.262 38.844 28.620 34.873 31.891 26.153 25.109 43.827 43.414 40.076 24.059 45.179 49.772 71.988 69.186 28.956 62.006 41.933 78.813 107.790 93.070 75.813 35.364 34.127 54.649 40.021 37.392 18.710 57.140 33.290 67.348 49.746 "
9/7/2018 3:04:41 PM,120,1631.50,"1515.566 1517.531 1517.594 1517.625 1517.719 1517.719 1517.813 1517.844 1517.938 1517.938 1518.031 1518.063 1518.156 1518.156 1518.219 1518.281 1518.344 1518.375 1518.438 1518.469 1518.563 1518.563 1518.688 1518.688 1518.875 1518.875 1519.063 1519.094 1521.250 1522.125 1522.375 1522.406 1527.250 1528.250 1528.313 1528.625 1528.969 1528.969 1529.313 1529.344 1529.613 1529.625 1536.250 1536.969 1548.441 1549.344 1549.938 1550.094 1551.344 1551.500 1560.250 1560.281 1562.656 1562.813 1563.469 1563.875 1564.250 1564.313 1565.828 1567.438 1567.750 1567.781 1569.750 1569.813 1570.844 1572.031 1575.500 1575.656 1575.813 1575.844 1581.688 1582.469 1584.688 1586.469 1586.656 1586.688 1586.875 1586.906 1587.063 1587.094 1588.594 1588.656 1591.625 1591.719 1594.348 1594.438 1594.813 1594.844 1595.250 1595.281 1595.625 1595.656 1609.375 1609.438 1609.719 1609.719 1640.281 1641.563 1644.063 1644.438 1644.906 1644.938 1646.281 1646.531 1647.344 1647.375 1652.625 1652.719 1652.906 1652.938 1653.219 1653.219 1653.469 1653.469 1653.875 1653.906 1654.188 1654.219 1654.500 1654.531 1654.719 1654.750 1658.281 1658.410 1664.188 1665.125 1666.813 1666.938 ",1751.54,"1632.316 1633.316 1634.316 1635.316 1636.316 1637.316 1638.316 1639.316 1640.316 1641.316 1642.316 1643.316 1644.316 1645.316 1646.316 1647.316 1648.316 1649.316 1650.316 1651.316 1652.316 1653.316 1654.316 1655.316 1656.316 1657.316 1658.316 1659.316 1660.316 1661.316 1662.316 1663.316 1664.316 1665.316 1666.316 1667.316 1668.316 1669.316 1670.316 1671.316 1672.316 1673.316 1674.316 1675.316 1676.316 1677.316 1678.316 1679.316 1680.316 1681.316 1682.316 1683.316 1684.316 1685.316 1686.316 1687.316 1688.316 1689.316 1690.316 1691.316 1692.316 1693.316 1694.316 1695.316 1696.316 1697.316 1698.316 1699.316 1700.316 1701.316 1702.316 1703.316 1704.316 1705.316 1706.316 1707.316 1708.316 1709.316 1710.316 1711.316 1712.316 1713.316 1714.316 1715.316 1716.316 1717.316 1718.316 1719.316 1720.316 1721.316 1722.316 1723.316 1724.316 1725.316 1726.316 1727.316 1728.316 1729.316 1730.316 1731.316 1732.316 1733.316 1734.316 1735.316 1736.316 1737.316 1738.316 1739.316 1740.316 1741.316 1742.316 1743.316 1744.316 1745.316 1746.316 1747.316 1748.316 1749.316 1750.316 1751.316 ","23.653 35.608 32.731 68.930 45.943 29.390 55.970 35.411 36.816 55.096 13.464 36.344 46.518 45.152 37.777 42.179 58.016 27.050 35.629 43.932 27.756 25.194 35.691 46.964 28.099 36.795 23.438 33.629 23.145 22.994 48.399 23.229 15.295 44.512 13.002 49.596 43.537 26.384 30.844 35.609 26.927 26.724 38.377 64.659 16.721 34.501 103.172 32.560 19.623 35.725 42.414 48.373 25.870 11.545 11.941 32.083 49.590 53.998 51.777 24.418 73.857 31.999 51.503 22.362 31.280 46.861 43.392 47.710 14.508 45.397 33.239 14.877 30.453 62.391 33.696 35.953 32.887 35.974 58.393 20.808 40.673 21.274 53.231 27.810 46.072 17.290 27.348 22.456 64.254 34.027 58.921 55.111 45.133 17.801 57.978 31.035 53.004 28.040 11.737 57.826 46.321 39.578 42.768 24.659 22.930 29.165 11.327 24.422 45.029 11.994 27.371 44.098 22.515 67.095 23.842 16.150 8.767 35.785 69.900 62.363 "
