date,timeset,start,stop,time,data
9/7/2018 2:59:14 PM,120,1304.50,1424.66,"1304.879 1305.879 1306.879 1307.879 1308.879 1309.879 1310.879 1311.879 1312.879 1313.879 1314.879 1315.879 1316.879 1317.879 1318.879 1319.879 1320.879 1321.879 1322.879 1323.879 1324.879 1325.879 1326.879 1327.879 1328.879 1329.879 1330.879 1331.879 1332.879 1333.879 1334.879 1335.879 1336.879 1337.879 1338.879 1339.879 1340.879 1341.879 1342.879 1343.879 1344.879 1345.879 1346.879 1347.879 1348.879 1349.879 1350.879 1351.879 1352.879 1353.879 1354.879 1355.879 1356.879 1357.879 1358.879 1359.879 1360.879 1361.879 1362.879 1363.879 1364.879 1365.879 1366.879 1367.879 1368.879 1369.879 1370.879 1371.879 1372.879 1373.879 1374.879 1375.879 1376.879 1377.879 1378.879 1379.879 1380.879 1381.879 1382.879 1383.879 1384.879 1385.879 1386.879 1387.879 1388.879 1389.879 1390.879 1391.879 1392.879 1393.879 1394.879 1395.879 1396.879 1397.879 1398.879 1399.879 1400.879 1401.879 1402.879 1403.879 1404.879 1405.879 1406.879 1407.879 1408.879 1409.879 1410.879 1411.879 1412.879 1413.879 1414.879 1415.879 1416.879 1417.879 1418.879 1419.879 1420.879 1421.879 1422.879 1423.879 ","40.022 29.944 34.733 53.947 27.729 21.182 50.551 16.240 48.501 34.480 24.071 28.755 22.779 17.450 30.207 18.147 28.214 36.432 29.592 23.593 51.407 52.127 39.405 36.298 27.481 27.428 22.901 73.864 37.485 17.043 34.391 31.600 53.223 51.021 50.325 43.566 29.875 30.484 11.519 70.211 30.992 34.869 56.406 12.906 22.041 41.664 43.216 67.477 36.247 26.699 87.781 48.052 33.431 23.719 22.734 53.729 58.522 64.093 13.214 28.189 34.145 30.181 45.913 72.169 35.902 37.505 35.277 24.203 46.801 30.764 44.318 30.295 26.026 49.115 24.805 59.752 101.631 38.598 39.401 38.283 29.098 95.044 27.871 27.605 9.349 17.746 39.275 30.057 35.059 17.376 32.581 43.332 44.383 60.034 39.545 24.602 47.065 26.555 29.466 33.319 39.471 19.358 29.438 18.923 35.928 30.986 16.960 37.803 41.005 51.106 34.283 42.900 58.855 29.536 25.567 63.008 35.951 12.647 25.898 22.852 "
