date,timeset,start,average,stop,time,data
9/7/2018 2:17:57 PM,120,903.38,13.82253,1023.38,"903.910 904.910 905.910 906.910 907.910 908.910 909.910 910.910 911.910 912.910 913.910 914.910 915.910 916.910 917.910 918.910 919.910 920.910 921.910 922.910 923.910 924.910 925.910 926.910 927.910 928.910 929.910 930.910 931.910 932.910 933.910 934.910 935.910 936.910 937.910 938.910 939.910 940.910 941.910 942.910 943.910 944.910 945.910 946.910 947.910 948.910 949.910 950.910 951.910 952.910 953.910 954.910 955.910 956.910 957.910 958.910 959.910 960.910 961.910 962.910 963.910 964.910 965.910 966.910 967.910 968.910 969.910 970.910 971.910 972.910 973.910 974.910 975.910 976.910 977.910 978.910 979.910 980.910 981.910 982.910 983.910 984.910 985.910 986.910 987.910 988.910 989.910 990.910 991.910 992.910 993.910 994.910 995.910 996.910 997.910 998.910 999.910 1000.910 1001.910 1002.910 1003.910 1004.910 1005.910 1006.910 1007.910 1008.910 1009.910 1010.910 1011.910 1012.910 1013.910 1014.910 1015.910 1016.910 1017.910 1018.910 1019.910 1020.910 1021.910 1022.910 ","19.186 16.899 13.210 7.797 11.790 14.307 9.576 7.630 6.857 9.814 7.771 6.003 9.795 7.969 17.533 10.679 12.040 12.631 10.990 20.352 15.513 9.744 20.267 8.438 4.722 7.258 10.573 9.179 3.560 7.912 9.889 16.746 5.551 12.209 4.579 7.942 7.024 13.443 8.362 8.306 10.522 22.441 8.575 10.463 6.305 11.593 14.700 8.116 9.757 17.685 13.332 9.912 10.130 11.142 20.229 43.161 8.533 8.303 17.029 28.762 11.753 19.967 12.628 11.908 24.596 9.655 5.612 21.479 9.462 13.644 26.029 13.980 8.816 16.628 13.370 14.153 15.315 17.899 10.120 15.260 19.914 29.564 28.554 22.878 12.471 10.053 6.981 9.095 8.899 20.168 7.289 6.412 20.009 11.319 6.059 9.675 10.234 16.604 27.097 22.313 30.056 20.502 4.623 7.111 18.654 10.905 10.285 4.208 10.181 34.687 20.574 34.228 10.267 10.415 23.224 18.413 14.737 9.477 31.729 30.709 "
9/7/2018 2:46:28 PM,60,537.88,21.28423,597.88,"537.941 538.941 539.941 540.941 541.941 542.941 543.941 544.941 545.941 546.941 547.941 548.941 549.941 550.941 551.941 552.941 553.941 554.941 555.941 556.941 557.941 558.941 559.941 560.941 561.941 562.941 563.941 564.941 565.941 566.941 567.941 568.941 569.941 570.941 571.941 572.941 573.941 574.941 575.941 576.941 577.941 578.941 579.941 580.941 581.941 582.941 583.941 584.941 585.941 586.941 587.941 588.941 589.941 590.941 591.941 592.941 593.941 594.941 595.941 596.941 ","33.213 18.920 21.460 20.462 15.787 27.434 20.158 13.859 29.875 14.286 22.327 10.554 10.275 18.784 14.593 21.836 51.995 22.390 27.347 12.659 20.453 12.140 30.196 21.217 18.556 20.398 11.911 21.283 4.999 24.212 17.862 24.206 11.843 17.757 14.467 12.261 18.638 14.057 21.663 11.708 15.523 20.361 22.852 17.158 27.064 31.467 15.841 13.201 56.595 25.768 16.693 28.791 22.290 52.012 17.391 10.827 34.800 28.247 19.916 27.167 "
