date,timeset,timefixation,start,average,stop,time,data
11/14/2018 2:29:27 PM,240,None,308.14,32.02179,548.16,"308.473 309.473 310.473 311.473 312.473 313.473 314.473 315.473 316.473 317.473 318.473 319.473 320.473 321.473 322.473 323.473 324.473 325.473 326.473 327.473 328.473 329.473 330.473 331.473 332.473 333.473 334.473 335.473 336.473 337.473 338.473 339.473 340.473 341.473 342.473 343.473 344.473 345.473 346.473 347.473 348.473 349.473 350.473 351.473 352.473 353.473 354.473 355.473 356.473 357.473 358.473 359.473 360.473 361.473 362.473 363.473 364.473 365.473 366.473 367.473 368.473 369.473 370.473 371.473 372.473 373.473 374.473 375.473 376.473 377.473 378.473 379.473 380.473 381.473 382.473 383.473 384.473 385.473 386.473 387.473 388.473 389.473 390.473 391.473 392.473 393.473 394.473 395.473 396.473 397.473 398.473 399.473 400.473 401.473 402.473 403.473 404.473 405.473 406.473 407.473 408.473 409.473 410.473 411.473 412.473 413.473 414.473 415.473 416.473 417.473 418.473 419.473 420.473 421.473 422.473 423.473 424.473 425.473 426.473 427.473 428.473 429.473 430.473 431.473 432.473 433.473 434.473 435.473 436.473 437.473 438.473 439.473 440.473 441.473 442.473 443.473 444.473 445.473 446.473 447.473 448.473 449.473 450.473 451.473 452.473 453.473 454.473 455.473 456.473 457.473 458.473 459.473 460.473 461.473 462.473 463.473 464.473 465.473 466.473 467.473 468.473 469.473 470.473 471.473 472.473 473.473 474.473 475.473 476.473 477.473 478.473 479.473 480.473 481.473 482.473 483.473 484.473 485.473 486.473 487.473 488.473 489.473 490.473 491.473 492.473 493.473 494.473 495.473 496.473 497.473 498.473 499.473 500.473 501.473 502.473 503.473 504.473 505.473 506.473 507.473 508.473 509.473 510.473 511.473 512.473 513.473 514.473 515.473 516.473 517.473 518.473 519.473 520.473 521.473 522.473 523.473 524.473 525.473 526.473 527.473 528.473 529.473 530.473 531.473 532.473 533.473 534.473 535.473 536.473 537.473 538.473 539.473 540.473 541.473 542.473 543.473 544.473 545.473 546.473 547.473 ","27.199 13.117 50.077 29.564 29.038 19.868 18.055 15.156 39.583 24.243 32.356 35.532 21.572 42.239 17.622 30.346 26.842 28.288 19.071 23.273 20.905 12.049 43.127 15.004 45.764 32.187 33.753 15.196 7.654 37.511 32.851 17.156 23.938 17.763 19.362 23.647 34.688 7.784 17.429 12.948 37.613 16.272 19.243 35.541 37.217 22.751 28.681 39.216 21.059 95.750 28.970 26.554 32.259 21.047 25.238 32.871 53.505 22.900 11.583 29.948 34.410 37.137 50.227 48.044 27.411 9.963 61.610 20.337 19.806 25.126 40.625 22.795 21.468 21.784 25.533 18.366 68.090 81.283 37.814 30.347 14.344 28.328 32.429 42.516 31.811 18.153 31.823 20.319 13.807 21.654 75.398 63.413 25.604 55.629 18.587 24.851 33.980 27.085 15.623 36.281 30.463 26.960 63.919 28.498 17.375 10.778 13.623 13.013 18.028 9.424 105.698 41.818 23.142 42.832 26.393 51.208 21.539 23.522 215.513 139.036 7.070 116.849 36.162 29.244 22.313 22.004 58.464 27.296 7.686 27.053 20.419 12.877 6.309 12.057 17.643 11.517 27.072 43.890 58.019 36.511 41.419 28.752 36.172 24.230 50.393 24.842 26.213 39.156 22.807 39.439 21.596 221.077 64.796 6.805 8.727 16.042 20.278 36.830 40.813 46.247 13.235 9.635 21.838 30.283 36.931 200.693 26.426 12.145 10.714 18.949 26.360 13.577 17.052 14.309 7.863 23.047 20.042 19.661 46.611 20.159 21.851 47.849 33.082 21.202 31.070 24.292 6.683 12.764 16.796 18.496 10.236 18.192 33.417 63.462 52.064 24.161 20.397 20.248 18.832 30.777 19.525 14.856 26.805 57.840 21.202 42.773 29.681 45.741 30.887 22.513 50.209 33.029 45.370 27.510 24.336 18.957 28.481 26.243 26.931 24.470 28.720 15.914 8.133 43.972 18.741 30.576 59.679 64.343 22.701 38.083 22.284 23.873 17.841 59.376 48.136 18.936 24.296 45.318 13.895 24.040 "
