date,timeset,timefixation,start,difficult,feedbackthreshold,baseline,threshold,gametime,gametrigger,movetime,movetrigger,moveEnd,asteroidappeartime,rewardappeartime,score,stop,time,data
11/14/2018 2:28:02 PM,32,1,223.69,hard,0.5,0,1,"227.875 229.906 232.969 ","-1 -1 1 ",,,,"224.688 226.719 228.750 230.758 232.781 ","230.469 ",-10,234.60,"223.973 224.973 225.973 226.973 227.973 228.973 229.973 230.973 231.973 232.973 233.973 ","20.643 35.002 27.846 13.101 26.468 40.717 15.451 16.937 47.955 19.416 26.965 "
11/14/2018 2:35:26 PM,540,120,667.88,hard,0.5,32.02179,1,"796.531 802.688 803.188 808.645 813.844 819.688 825.438 831.250 836.688 843.000 846.969 848.750 853.750 859.531 865.984 870.625 876.406 880.625 881.516 887.188 888.719 888.844 895.563 901.344 905.719 911.508 916.625 917.063 922.313 926.438 928.281 932.563 933.781 940.688 940.781 946.531 946.934 951.313 957.109 962.898 969.063 974.844 980.531 981.223 986.031 991.875 1003.406 1005.199 1009.406 1009.594 1015.344 1015.750 1021.563 1032.625 1033.844 1038.398 1038.781 1044.656 1050.125 1055.750 1062.406 1062.438 1067.375 1074.406 1074.531 1079.063 ","1 1 -1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 -1 1 -1 1 -1 1 -1 1 1 1 -1 1 -1 1 -1 1 -1 1 1 -1 1 1 1 1 1 1 -1 1 1 1 -1 1 -1 -1 1 1 1 -1 1 -1 1 1 1 -1 1 1 1 -1 1 ","789.813 790.410 790.719 790.977 791.500 791.719 791.938 792.844 793.844 794.219 795.344 795.719 797.844 800.125 801.344 802.156 802.438 803.320 806.469 807.750 807.969 811.816 811.969 816.188 817.356 818.656 824.719 830.719 834.906 836.344 841.969 846.563 846.938 848.063 851.938 853.125 854.063 858.688 860.238 864.594 865.723 870.219 873.250 874.656 876.031 877.594 881.406 882.031 886.750 888.125 888.543 891.875 892.688 895.125 899.313 900.313 900.656 901.137 904.938 905.563 908.000 908.563 910.691 911.406 912.219 916.234 917.156 917.969 922.063 922.969 926.000 927.688 930.406 930.813 932.500 933.563 934.000 934.316 939.938 942.094 944.594 946.063 947.031 948.438 950.844 951.094 952.500 956.656 958.906 959.254 959.500 959.688 960.438 961.438 962.500 964.344 966.465 968.219 969.590 970.500 973.063 974.188 974.875 976.500 979.969 980.652 981.125 985.719 986.836 987.188 987.375 988.094 988.637 991.875 998.906 999.375 1001.094 1003.125 1004.344 1004.813 1008.785 1011.188 1014.906 1016.875 1018.469 1018.688 1018.875 1019.063 1019.277 1020.512 1020.813 1021.438 1022.371 1023.938 1027.156 1027.875 1028.293 1028.906 1029.156 1029.688 1031.313 1033.250 1033.531 1033.844 1035.219 1037.125 1037.438 1038.031 1039.762 1041.594 1043.563 1045.344 1049.531 1050.656 1051.375 1055.344 1061.688 1063.406 1065.844 1069.594 1071.875 1073.563 1074.438 1077.813 1078.344 1078.969 1079.906 1084.750 ","1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 2 2 1 2 1 2 2 1 1 1 2 1 1 1 1 2 1 1 2 2 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 1 1 2 2 1 1 2 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ","789.969 790.500 790.813 791.125 791.625 791.844 792.031 792.969 793.906 794.344 795.500 796.906 798.281 801.156 801.844 802.313 802.906 803.563 806.563 807.813 808.938 811.906 813.438 816.508 817.625 819.406 825.313 831.094 836.125 836.688 843.344 846.906 847.688 849.156 852.469 853.344 854.813 859.219 860.906 865.156 866.219 870.844 873.781 875.344 876.625 878.348 881.469 882.438 887.188 888.543 889.906 892.406 893.344 895.969 899.938 900.531 901.063 901.875 905.094 906.000 908.406 908.875 911.281 911.867 912.688 916.938 917.844 918.656 922.375 923.602 927.250 928.656 930.594 931.031 933.219 933.844 934.406 934.930 941.344 943.000 945.250 946.691 947.539 948.625 951.031 951.500 953.219 957.031 959.125 959.406 959.594 959.813 960.676 961.625 962.969 964.969 966.688 969.031 970.359 970.875 973.410 974.906 975.719 977.719 980.410 980.813 981.844 986.000 987.031 987.254 987.469 988.313 988.813 992.250 999.125 999.750 1001.406 1003.500 1004.875 1006.000 1010.375 1011.469 1016.430 1017.656 1018.652 1018.781 1018.969 1019.141 1019.313 1020.719 1021.363 1021.938 1023.063 1025.094 1027.594 1028.250 1029.156 1029.156 1029.566 1030.219 1032.375 1033.594 1033.988 1034.594 1036.266 1037.500 1038.063 1038.625 1039.844 1042.031 1045.020 1046.656 1050.344 1051.250 1052.012 1056.000 1062.680 1064.219 1066.188 1070.438 1072.688 1074.531 1075.438 1078.063 1078.531 1079.219 1080.531 1085.281 ","787.875 789.906 791.938 793.938 795.969 798.000 800.004 802.031 804.063 806.074 808.094 810.125 812.145 814.156 816.188 818.199 820.219 822.250 824.281 826.281 828.313 830.344 832.344 834.375 836.406 838.406 840.438 842.469 844.469 846.500 848.531 850.531 852.563 854.594 856.594 858.625 860.645 862.660 864.688 866.719 868.723 870.750 872.781 874.793 876.813 878.844 880.859 882.875 884.906 886.918 888.969 890.988 893.000 895.031 897.051 899.063 901.094 903.125 905.125 907.156 909.188 911.188 913.219 915.250 917.281 919.313 921.313 923.344 925.375 927.375 929.406 931.438 933.438 935.469 937.500 939.500 941.531 943.563 945.563 947.594 949.625 951.652 953.656 955.688 957.719 959.719 961.750 963.781 965.781 967.813 969.844 971.875 973.875 975.906 977.938 979.969 981.969 984.000 986.031 988.031 990.063 992.094 994.113 996.125 998.156 1000.188 1002.188 1004.219 1006.250 1008.270 1010.281 1012.313 1014.344 1016.344 1018.375 1020.406 1022.410 1024.438 1026.469 1028.469 1030.500 1032.531 1034.563 1036.563 1038.582 1040.621 1042.625 1044.656 1046.688 1048.688 1050.719 1052.738 1054.762 1056.781 1058.813 1060.844 1062.844 1064.875 1066.906 1068.938 1070.969 1072.969 1075.000 1077.031 1079.051 1081.063 1083.094 1085.117 1087.125 ","793.656 799.438 805.250 811.039 816.844 822.656 828.438 834.250 840.031 845.844 851.625 857.438 863.223 869.031 874.844 880.625 886.438 892.219 898.031 903.816 909.625 915.426 921.219 927.031 932.813 938.625 944.406 950.219 956.004 961.813 967.625 973.410 979.219 985.031 990.820 996.625 1002.438 1008.223 1014.031 1019.844 1025.625 1031.438 1037.219 1043.031 1048.828 1054.625 1060.438 1066.227 1072.031 1077.844 1083.625 ",280,1207.88,"668.629 669.629 670.629 671.629 672.629 673.629 674.629 675.629 676.629 677.629 678.629 679.629 680.629 681.629 682.629 683.629 684.629 685.629 686.629 687.629 688.629 689.629 690.629 691.629 692.629 693.629 694.629 695.629 696.629 697.629 698.629 699.629 700.629 701.629 702.629 703.629 704.629 705.629 706.629 707.629 708.629 709.629 710.629 711.629 712.629 713.629 714.629 715.629 716.629 717.629 718.629 719.629 720.629 721.629 722.629 723.629 724.629 725.629 726.629 727.629 728.629 729.629 730.629 731.629 732.629 733.629 734.629 735.629 736.629 737.629 738.629 739.629 740.629 741.629 742.629 743.629 744.629 745.629 746.629 747.629 748.629 749.629 750.629 751.629 752.629 753.629 754.629 755.629 756.629 757.629 758.629 759.629 760.629 761.629 762.629 763.629 764.629 765.629 766.629 767.629 768.629 769.629 770.629 771.629 772.629 773.629 774.629 775.629 776.629 777.629 778.629 779.629 780.629 781.629 782.629 783.629 784.629 785.629 786.629 787.629 788.629 789.629 790.629 791.629 792.629 793.629 794.629 795.629 796.629 797.629 798.629 799.629 800.629 801.629 802.629 803.629 804.629 805.629 806.629 807.629 808.629 809.629 810.629 811.629 812.629 813.629 814.629 815.629 816.629 817.629 818.629 819.629 820.629 821.629 822.629 823.629 824.629 825.629 826.629 827.629 828.629 829.629 830.629 831.629 832.629 833.629 834.629 835.629 836.629 837.629 838.629 839.629 840.629 841.629 842.629 843.629 844.629 845.629 846.629 847.629 848.629 849.629 850.629 851.629 852.629 853.629 854.629 855.629 856.629 857.629 858.629 859.629 860.629 861.629 862.629 863.629 864.629 865.629 866.629 867.629 868.629 869.629 870.629 871.629 872.629 873.629 874.629 875.629 876.629 877.629 878.629 879.629 880.629 881.629 882.629 883.629 884.629 885.629 886.629 887.629 888.629 889.629 890.629 891.629 892.629 893.629 894.629 895.629 896.629 897.629 898.629 899.629 900.629 901.629 902.629 903.629 904.629 905.629 906.629 907.629 908.629 909.629 910.629 911.629 912.629 913.629 914.629 915.629 916.629 917.629 918.629 919.629 920.629 921.629 922.629 923.629 924.629 925.629 926.629 927.629 928.629 929.629 930.629 931.629 932.629 933.629 934.629 935.629 936.629 937.629 938.629 939.629 940.629 941.629 942.629 943.629 944.629 945.629 946.629 947.629 948.629 949.629 950.629 951.629 952.629 953.629 954.629 955.629 956.629 957.629 958.629 959.629 960.629 961.629 962.629 963.629 964.629 965.629 966.629 967.629 968.629 969.629 970.629 971.629 972.629 973.629 974.629 975.629 976.629 977.629 978.629 979.629 980.629 981.629 982.629 983.629 984.629 985.629 986.629 987.629 988.629 989.629 990.629 991.629 992.629 993.629 994.629 995.629 996.629 997.629 998.629 999.629 1000.629 1001.629 1002.629 1003.629 1004.629 1005.629 1006.629 1007.629 1008.629 1009.629 1010.629 1011.629 1012.629 1013.629 1014.629 1015.629 1016.629 1017.629 1018.629 1019.629 1020.629 1021.629 1022.629 1023.629 1024.629 1025.629 1026.629 1027.629 1028.629 1029.629 1030.629 1031.629 1032.629 1033.629 1034.629 1035.629 1036.629 1037.629 1038.629 1039.629 1040.629 1041.629 1042.629 1043.629 1044.629 1045.629 1046.629 1047.629 1048.629 1049.629 1050.629 1051.629 1052.629 1053.629 1054.629 1055.629 1056.629 1057.629 1058.629 1059.629 1060.629 1061.629 1062.629 1063.629 1064.629 1065.629 1066.629 1067.629 1068.629 1069.629 1070.629 1071.629 1072.629 1073.629 1074.629 1075.629 1076.629 1077.629 1078.629 1079.629 1080.629 1081.629 1082.629 1083.629 1084.629 1085.629 1086.629 1087.629 1088.629 1089.629 1090.629 1091.629 1092.629 1093.629 1094.629 1095.629 1096.629 1097.629 1098.629 1099.629 1100.629 1101.629 1102.629 1103.629 1104.629 1105.629 1106.629 1107.629 1108.629 1109.629 1110.629 1111.629 1112.629 1113.629 1114.629 1115.629 1116.629 1117.629 1118.629 1119.629 1120.629 1121.629 1122.629 1123.629 1124.629 1125.629 1126.629 1127.629 1128.629 1129.629 1130.629 1131.629 1132.629 1133.629 1134.629 1135.629 1136.629 1137.629 1138.629 1139.629 1140.629 1141.629 1142.629 1143.629 1144.629 1145.629 1146.629 1147.629 1148.629 1149.629 1150.629 1151.629 1152.629 1153.629 1154.629 1155.629 1156.629 1157.629 1158.629 1159.629 1160.629 1161.629 1162.629 1163.629 1164.629 1165.629 1166.629 1167.629 1168.629 1169.629 1170.629 1171.629 1172.629 1173.629 1174.629 1175.629 1176.629 1177.629 1178.629 1179.629 1180.629 1181.629 1182.629 1183.629 1184.629 1185.629 1186.629 1187.629 1188.629 1189.629 1190.629 1191.629 1192.629 1193.629 1194.629 1195.629 1196.629 1197.629 1198.629 1199.629 1200.629 1201.629 1202.629 1203.629 1204.629 1205.629 1206.629 1207.629 ","36.235 18.529 14.719 24.864 22.087 13.720 16.332 10.579 29.496 16.161 13.356 17.756 19.604 21.177 13.747 8.122 12.000 10.333 32.713 41.693 33.375 26.727 61.528 28.576 19.068 5.797 30.745 46.552 52.869 34.798 19.220 13.691 46.113 23.114 22.742 27.078 23.695 19.396 20.078 17.333 44.877 26.490 40.741 18.496 25.843 16.703 51.283 36.638 34.707 13.442 38.513 26.074 28.334 33.042 36.274 26.386 23.028 14.551 17.856 40.667 41.294 32.345 13.616 20.389 8.681 24.228 9.692 35.513 31.670 29.438 23.408 9.900 19.961 27.823 33.527 15.688 18.346 7.491 24.688 13.589 32.445 19.220 38.175 22.122 18.268 14.101 31.455 19.654 60.273 8.685 32.769 38.305 14.297 28.354 17.332 20.602 34.391 16.661 20.283 28.226 17.125 15.863 37.174 22.856 11.754 38.978 25.739 17.631 19.273 12.773 24.978 36.972 17.287 8.116 18.496 22.694 16.511 9.415 14.787 65.206 56.653 47.393 19.672 31.339 23.345 26.177 12.162 15.120 27.354 45.276 10.713 83.477 46.716 63.521 32.834 91.911 50.206 66.429 48.513 59.602 38.220 25.479 30.363 20.824 38.531 16.007 41.421 51.737 48.742 10.663 63.940 44.619 25.964 32.872 32.058 45.779 32.487 8.918 28.940 45.460 37.378 22.636 12.593 12.278 44.639 61.008 24.893 30.029 27.310 14.381 33.080 25.562 29.865 22.606 36.612 58.029 26.301 22.296 28.449 33.709 39.873 35.730 38.079 15.417 12.646 10.773 62.357 39.232 43.330 34.906 65.473 35.065 43.596 38.324 39.641 39.954 29.797 34.118 48.840 56.319 32.946 52.106 31.393 23.315 30.412 45.849 31.552 27.483 39.380 67.106 22.992 41.519 34.250 60.939 47.912 38.837 81.610 39.490 36.471 55.791 40.682 40.255 29.010 47.828 88.300 38.088 23.225 16.112 13.066 35.363 19.269 96.744 32.106 40.258 101.105 24.222 32.981 51.409 17.725 27.109 16.139 33.946 19.123 30.602 39.642 31.488 31.131 24.022 46.338 27.552 47.017 18.312 16.373 40.594 63.439 28.601 52.073 64.405 35.510 82.299 49.601 13.060 17.089 10.488 67.562 43.654 36.682 31.426 33.439 48.502 30.639 51.491 10.370 42.091 17.778 17.686 17.964 44.053 10.111 40.665 25.161 31.013 16.402 62.018 37.261 49.642 37.120 21.253 30.329 24.289 23.331 31.420 22.531 30.093 27.604 21.645 45.479 54.322 33.463 11.243 35.610 16.923 12.903 19.281 30.044 24.568 22.396 18.494 20.650 53.869 24.786 12.505 27.555 31.062 19.017 39.247 33.293 15.744 21.085 26.362 42.825 24.990 27.559 15.659 18.900 35.960 15.315 23.191 15.960 38.350 11.122 16.005 33.056 14.807 38.943 32.817 33.679 50.516 60.497 22.704 26.280 13.997 35.069 25.972 61.684 24.826 32.277 37.107 26.196 35.778 46.486 36.268 19.393 29.514 27.750 11.091 20.076 19.715 36.221 58.781 49.688 28.671 37.393 42.066 37.067 35.998 46.696 70.181 42.834 75.393 49.774 41.793 46.002 15.137 11.910 61.629 49.956 26.507 47.334 20.224 24.152 25.640 26.274 24.728 18.015 17.969 22.788 20.326 29.649 26.893 39.256 32.523 22.326 64.319 16.440 67.965 22.661 53.862 36.502 31.574 37.099 39.364 14.987 43.393 78.094 35.268 18.311 36.148 18.980 48.764 52.514 48.846 51.334 18.782 22.976 54.972 72.757 40.423 33.172 29.445 64.582 23.964 11.294 17.593 27.290 26.178 44.337 24.693 18.048 22.138 14.867 10.511 16.938 11.528 20.961 22.569 15.317 20.865 49.946 19.569 31.783 40.391 28.462 48.092 61.683 25.785 17.055 22.459 34.146 19.931 27.849 14.431 11.405 24.259 21.951 80.028 38.474 20.075 50.809 9.301 21.381 42.769 16.090 56.610 26.776 37.782 28.960 38.020 41.390 80.183 25.472 19.242 60.863 87.285 15.050 38.855 93.732 31.794 27.890 38.439 19.881 31.938 25.689 31.564 69.264 41.896 62.357 35.055 32.871 44.583 48.395 79.172 51.532 22.527 35.292 96.689 112.830 35.617 20.783 28.662 19.978 18.619 36.165 39.520 10.334 22.553 46.988 55.457 58.248 52.668 31.435 59.182 12.116 28.663 29.070 31.287 22.624 10.027 31.288 25.953 40.929 28.977 18.483 18.744 32.761 76.831 77.199 57.883 41.610 19.745 6.891 13.022 36.276 27.671 25.399 18.562 11.995 34.832 14.360 8.374 "
