date,timeset,start,difficult,feedbackthreshold,baseline,threshold,stop,time,gametime,data,gametrigger,movetime,movetrigger,moveEnd,score
9/14/2018 10:42:15 AM,610,666.44,easy,0.5,95.6814,106.1382,696.46,"666.598 667.598 668.598 669.598 670.598 671.598 672.598 673.598 674.598 675.598 676.598 677.598 678.598 679.598 680.598 681.598 682.598 683.598 684.598 685.598 686.598 687.598 688.598 689.598 690.598 691.598 692.598 693.598 694.598 695.598 ",,"1508.587 402.574 76.036 122.897 15.196 17.871 33.171 28.531 756.697 0.424 75.229 0.028 192.421 148.930 16.557 379.745 330.857 20.817 103.899 22.905 38.240 1.534 194.384 64.431 22.896 142.811 334.747 127.910 382.072 799.860 ",,"680.781 681.344 681.969 683.531 ","1 1 2 1 ","680.969 681.625 682.125 683.688 ",0
