date,timeset,start,stop,average,time,data
8/10/2018 3:49:45 PM,120,224.04,344.05,11.30461,224.660 225.660 226.660 227.660 228.660 229.660 230.660 231.660 232.660 233.660 234.660 235.660 236.660 237.660 238.660 239.660 240.660 241.660 242.660 243.660 244.660 245.660 246.660 247.660 248.660 249.660 250.660 251.660 252.660 253.660 254.660 255.660 256.660 257.660 258.660 259.660 260.660 261.660 262.660 263.660 264.660 265.660 266.660 267.660 268.660 269.660 270.660 271.660 272.660 273.660 274.660 275.660 276.660 277.660 278.660 279.660 280.660 281.660 282.660 283.660 284.660 285.660 286.660 287.660 288.660 289.660 290.660 291.660 292.660 293.660 294.660 295.660 296.660 297.660 298.660 299.660 300.660 301.660 302.660 303.660 304.660 305.660 306.660 307.660 308.660 309.660 310.660 311.660 312.660 313.660 314.660 315.660 316.660 317.660 318.660 319.660 320.660 321.660 322.660 323.660 324.660 325.660 326.660 327.660 328.660 329.660 330.660 331.660 332.660 333.660 334.660 335.660 336.660 337.660 338.660 339.660 340.660 341.660 342.660 343.660,5.829 8.859 8.158 4.685 5.460 2.842 5.688 4.618 5.645 8.736 6.815 5.985 4.235 12.226 8.602 4.016 2.759 3.560 3.162 3.779 2.231 9.856 7.012 3.952 30.000 8.231 5.363 5.485 3.107 4.507 6.850 5.418 15.073 6.113 4.416 11.007 19.850 15.031 19.130 3.217 3.435 11.293 11.117 4.838 30.000 21.192 5.093 7.538 4.990 22.427 10.357 9.837 11.154 27.767 30.000 30.000 30.000 28.151 12.786 7.897 4.745 5.703 8.117 5.642 17.993 9.891 6.233 7.427 8.080 5.851 18.298 30.000 30.000 30.000 8.056 4.546 6.993 6.973 3.084 6.193 2.682 2.685 10.211 11.620 8.982 8.006 23.812 12.490 18.140 19.834 23.787 30.000 7.364 14.306 30.000 12.263 14.123 2.075 2.858 5.665 3.795 4.950 9.125 7.002 5.986 7.863 4.577 14.066 3.491 30.000 6.848 13.751 3.741 4.020 5.242 11.738 26.578 30.000 30.000 20.012
8/10/2018 4:25:02 PM,60,19.47,10.29408,79.47,19.473 20.473 21.473 22.473 23.473 24.473 25.473 26.473 27.473 28.473 29.473 30.473 31.473 32.473 33.473 34.473 35.473 36.473 37.473 38.473 39.473 40.473 41.473 42.473 43.473 44.473 45.473 46.473 47.473 48.473 49.473 50.473 51.473 52.473 53.473 54.473 55.473 56.473 57.473 58.473 59.473 60.473 61.473 62.473 63.473 64.473 65.473 66.473 67.473 68.473 69.473 70.473 71.473 72.473 73.473 74.473 75.473 76.473 77.473 78.473,20.793 13.127 8.059 2.678 4.982 5.105 3.156 5.528 2.183 2.663 3.708 14.745 10.645 4.258 1.691 3.554 2.435 5.163 2.312 10.416 7.101 6.980 4.738 3.976 6.946 8.034 4.363 3.796 4.072 5.863 4.064 7.549 27.203 9.222 4.020 8.801 9.538 11.712 9.347 5.946 9.136 6.322 5.313 30.000 7.089 4.814 4.289 11.933 29.306 30.000 30.000 30.000 30.000 30.000 30.000 10.332 23.766 4.615 8.233 4.912
