date,timeset,timefixation,start,average,stop,time,data
9/27/2018 3:16:38 PM,180,None,127.35,23.38873,307.41,"127.379 128.379 129.379 130.379 131.379 132.379 133.379 134.379 135.379 136.379 137.379 138.379 139.379 140.379 141.379 142.379 143.379 144.379 145.379 146.379 147.379 148.379 149.379 150.379 151.379 152.379 153.379 154.379 155.379 156.379 157.379 158.379 159.379 160.379 161.379 162.379 163.379 164.379 165.379 166.379 167.379 168.379 169.379 170.379 171.379 172.379 173.379 174.379 175.379 176.379 177.379 178.379 179.379 180.379 181.379 182.379 183.379 184.379 185.379 186.379 187.379 188.379 189.379 190.379 191.379 192.379 193.379 194.379 195.379 196.379 197.379 198.379 199.379 200.379 201.379 202.379 203.379 204.379 205.379 206.379 207.379 208.379 209.379 210.379 211.379 212.379 213.379 214.379 215.379 216.379 217.379 218.379 219.379 220.379 221.379 222.379 223.379 224.379 225.379 226.379 227.379 228.379 229.379 230.379 231.379 232.379 233.379 234.379 235.379 236.379 237.379 238.379 239.379 240.379 241.379 242.379 243.379 244.379 245.379 246.379 247.379 248.379 249.379 250.379 251.379 252.379 253.379 254.379 255.379 256.379 257.379 258.379 259.379 260.379 261.379 262.379 263.379 264.379 265.379 266.379 267.379 268.379 269.379 270.379 271.379 272.379 273.379 274.379 275.379 276.379 277.379 278.379 279.379 280.379 281.379 282.379 283.379 284.379 285.379 286.379 287.379 288.379 289.379 290.379 291.379 292.379 293.379 294.379 295.379 296.379 297.379 298.379 299.379 300.379 301.379 302.379 303.379 304.379 305.379 306.379 307.379 ","22.387 12.817 20.379 16.238 26.821 28.515 27.466 14.125 13.916 18.909 9.467 8.049 29.006 11.531 24.455 30.420 23.180 6.043 10.577 13.928 19.994 22.657 22.319 19.972 34.228 34.469 8.661 28.571 19.303 51.387 14.163 11.208 33.760 14.886 12.307 11.316 5.087 9.590 22.323 9.057 10.762 28.682 21.428 16.475 16.921 24.600 26.575 13.899 8.070 10.836 19.065 23.773 19.400 30.594 13.882 21.051 11.011 7.898 7.662 27.183 15.086 35.234 39.029 31.648 14.870 17.799 15.904 31.833 21.941 8.785 23.013 34.090 9.804 56.130 22.193 64.646 19.455 8.249 6.438 50.933 27.577 19.207 18.654 12.981 43.631 17.465 12.467 7.682 40.723 17.141 10.230 19.650 7.188 29.189 14.615 28.438 5.295 42.087 18.734 24.288 21.480 32.013 40.232 27.084 26.936 17.898 55.620 11.135 11.539 20.784 40.946 29.213 31.829 15.753 11.262 28.211 13.344 12.181 47.443 33.742 40.454 15.879 37.916 26.750 25.541 21.091 49.066 23.964 28.103 9.846 27.576 41.709 23.462 7.952 38.931 22.956 34.622 12.026 15.022 38.619 18.167 22.357 31.603 13.450 24.354 9.954 9.035 20.820 21.830 53.114 22.703 18.025 25.614 34.467 36.608 45.979 17.444 39.515 57.735 11.924 28.176 22.008 33.378 13.194 36.654 33.211 21.375 25.924 26.721 20.615 23.131 36.632 20.056 28.960 23.754 14.985 20.273 23.055 40.262 29.669 31.776 "
9/27/2018 3:31:29 PM,None,None,1017.97,46.66331,1018.97,"1018.629 ","42.297 "
