date,timeset,timefixation,start,average,stop,time,data
9/27/2018 3:20:28 PM,180,None,356.88,31.36186,536.88,"357.379 358.379 359.379 360.379 361.379 362.379 363.379 364.379 365.379 366.379 367.379 368.379 369.379 370.379 371.379 372.379 373.379 374.379 375.379 376.379 377.379 378.379 379.379 380.379 381.379 382.379 383.379 384.379 385.379 386.379 387.379 388.379 389.379 390.379 391.379 392.379 393.379 394.379 395.379 396.379 397.379 398.379 399.379 400.379 401.379 402.379 403.379 404.379 405.379 406.379 407.379 408.379 409.379 410.379 411.379 412.379 413.379 414.379 415.379 416.379 417.379 418.379 419.379 420.379 421.379 422.379 423.379 424.379 425.379 426.379 427.379 428.379 429.379 430.379 431.379 432.379 433.379 434.379 435.379 436.379 437.379 438.379 439.379 440.379 441.379 442.379 443.379 444.379 445.379 446.379 447.379 448.379 449.379 450.379 451.379 452.379 453.379 454.379 455.379 456.379 457.379 458.379 459.379 460.379 461.379 462.379 463.379 464.379 465.379 466.379 467.379 468.379 469.379 470.379 471.379 472.379 473.379 474.379 475.379 476.379 477.379 478.379 479.379 480.379 481.379 482.379 483.379 484.379 485.379 486.379 487.379 488.379 489.379 490.379 491.379 492.379 493.379 494.379 495.379 496.379 497.379 498.379 499.379 500.379 501.379 502.379 503.379 504.379 505.379 506.379 507.379 508.379 509.379 510.379 511.379 512.379 513.379 514.379 515.379 516.379 517.379 518.379 519.379 520.379 521.379 522.379 523.379 524.379 525.379 526.379 527.379 528.379 529.379 530.379 531.379 532.379 533.379 534.379 535.379 536.379 ","67.065 83.619 27.758 33.662 7.002 25.196 14.309 10.462 19.724 12.712 26.454 34.771 18.483 20.542 19.330 21.278 28.200 16.547 13.627 38.692 16.563 6.660 25.051 15.193 42.649 10.408 30.870 34.803 44.544 41.769 48.348 28.066 27.059 13.113 62.027 58.016 31.103 38.715 18.918 35.160 48.762 28.938 15.701 36.819 22.088 36.290 33.898 26.806 21.333 12.901 46.062 29.113 23.921 17.968 46.333 21.740 41.606 27.597 29.184 26.610 24.195 32.639 36.042 46.766 26.491 36.403 15.229 32.279 12.912 55.272 31.739 46.051 24.662 43.761 21.788 38.108 32.483 30.183 44.509 17.217 19.030 32.931 51.631 24.801 71.779 50.009 48.711 18.123 21.225 18.496 14.966 33.315 13.836 35.906 14.579 25.700 21.969 12.353 16.782 17.651 64.815 25.840 20.992 23.724 13.270 41.081 19.276 43.654 10.833 43.635 33.151 23.824 41.162 18.640 39.007 20.240 28.818 26.939 27.764 41.712 29.789 25.999 47.348 23.646 88.646 24.024 25.790 32.022 78.413 23.303 40.093 14.880 54.447 29.653 29.858 50.685 42.503 54.203 31.162 49.927 54.410 36.320 27.921 20.583 22.678 12.415 41.109 9.526 25.993 21.839 22.848 52.890 16.849 37.856 19.510 23.557 18.992 20.232 18.804 35.739 21.526 40.235 33.095 25.432 21.070 30.949 27.758 29.509 27.743 23.122 35.321 24.585 53.655 27.760 54.243 19.543 56.294 72.642 44.918 57.586 "
9/27/2018 3:31:33 PM,None,None,1022.00,47.29755,1022.75,"1022.629 ","54.427 "
