average,date,timeset,start,stop,time,data
0,8/10/2018 11:42:34 AM,180,1443.94,1623.97,1444.816 1445.816 1446.816 1447.816 1448.816 1449.816 1450.816 1451.816 1452.816 1453.816 1454.816 1455.816 1456.816 1457.816 1458.816 1459.816 1460.816 1461.816 1462.816 1463.816 1464.816 1465.816 1466.816 1467.816 1468.816 1469.816 1470.816 1471.816 1472.816 1473.816 1474.816 1475.816 1476.816 1477.816 1478.816 1479.816 1480.816 1481.816 1482.816 1483.816 1484.816 1485.816 1486.816 1487.816 1488.816 1489.816 1490.816 1491.816 1492.816 1493.816 1494.816 1495.816 1496.816 1497.816 1498.816 1499.816 1500.816 1501.816 1502.816 1503.816 1504.816 1505.816 1506.816 1507.816 1508.816 1509.816 1510.816 1511.816 1512.816 1513.816 1514.816 1515.816 1516.816 1517.816 1518.816 1519.816 1520.816 1521.816 1522.816 1523.816 1524.816 1525.816 1526.816 1527.816 1528.816 1529.816 1530.816 1531.816 1532.816 1533.816 1534.816 1535.816 1536.816 1537.816 1538.816 1539.816 1540.816 1541.816 1542.816 1543.816 1544.816 1545.816 1546.816 1547.816 1548.816 1549.816 1550.816 1551.816 1552.816 1553.816 1554.816 1555.816 1556.816 1557.816 1558.816 1559.816 1560.816 1561.816 1562.816 1563.816 1564.816 1565.816 1566.816 1567.816 1568.816 1569.816 1570.816 1571.816 1572.816 1573.816 1574.816 1575.816 1576.816 1577.816 1578.816 1579.816 1580.816 1581.816 1582.816 1583.816 1584.816 1585.816 1586.816 1587.816 1588.816 1589.816 1590.816 1591.816 1592.816 1593.816 1594.816 1595.816 1596.816 1597.816 1598.816 1599.816 1600.816 1601.816 1602.816 1603.816 1604.816 1605.816 1606.816 1607.816 1608.816 1609.816 1610.816 1611.816 1612.816 1613.816 1614.816 1615.816 1616.816 1617.816 1618.816 1619.816 1620.816 1621.816 1622.816 1623.816,10.265 7.442 7.774 5.808 4.459 4.422 6.946 5.213 5.489 5.658 5.645 6.491 4.476 4.568 7.312 8.195 9.803 8.900 6.777 7.789 10.643 9.279 3.173 4.504 9.227 8.503 11.628 7.938 6.700 5.124 6.418 5.462 7.865 8.103 12.129 5.468 6.034 6.115 7.407 7.696 7.720 13.325 10.752 13.796 4.507 3.812 3.852 4.351 4.714 6.435 4.171 6.806 6.533 2.766 6.950 7.221 6.860 4.042 12.579 10.197 4.405 3.695 6.339 7.710 4.696 6.737 11.009 11.638 15.040 8.562 7.423 6.328 10.417 13.762 5.874 6.269 10.405 8.700 6.008 7.789 7.226 8.644 7.366 6.042 16.518 4.712 8.133 7.362 13.165 5.442 6.751 3.553 7.451 3.645 5.742 6.339 5.486 15.254 30.000 30.000 30.000 30.000 19.260 18.341 10.806 8.205 19.586 17.613 15.844 11.931 9.437 19.926 14.958 30.000 30.000 30.000 30.000 30.000 21.637 30.000 30.000 30.000 29.088 30.000 18.294 10.879 30.000 30.000 30.000 30.000 30.000 30.000 30.000 30.000 28.863 17.402 13.555 12.538 30.000 25.002 20.623 17.701 5.772 18.642 30.000 30.000 30.000 4.850 30.000 30.000 30.000 30.000 30.000 30.000 30.000 19.321 30.000 30.000 21.526 8.693 10.458 12.100 16.196 8.445 16.694 25.058 20.026 30.000 19.852 10.746 5.735 16.922 15.381 5.318 7.043 11.183 10.691 6.573 8.343 5.715
