difficult,scale,baseline,threshold,date,timeset,start,stop,time,data,score
1,0.5,8.855915,7.964402,8/10/2018 11:31:39 AM,300,788.85,1088.85,789.035 790.035 791.035 792.035 793.035 794.035 795.035 796.035 797.035 798.035 799.035 800.035 801.035 802.035 803.035 804.035 805.035 806.035 807.035 808.035 809.035 810.035 811.035 812.035 813.035 814.035 815.035 816.035 817.035 818.035 819.035 820.035 821.035 822.035 823.035 824.035 825.035 826.035 827.035 828.035 829.035 830.035 831.035 832.035 833.035 834.035 835.035 836.035 837.035 838.035 839.035 840.035 841.035 842.035 843.035 844.035 845.035 846.035 847.035 848.035 849.035 850.035 851.035 852.035 853.035 854.035 855.035 856.035 857.035 858.035 859.035 860.035 861.035 862.035 863.035 864.035 865.035 866.035 867.035 868.035 869.035 870.035 871.035 872.035 873.035 874.035 875.035 876.035 877.035 878.035 879.035 880.035 881.035 882.035 883.035 884.035 885.035 886.035 887.035 888.035 889.035 890.035 891.035 892.035 893.035 894.035 895.035 896.035 897.035 898.035 899.035 900.035 901.035 902.035 903.035 904.035 905.035 906.035 907.035 908.035 909.035 910.035 911.035 912.035 913.035 914.035 915.035 916.035 917.035 918.035 919.035 920.035 921.035 922.035 923.035 924.035 925.035 926.035 927.035 928.035 929.035 930.035 931.035 932.035 933.035 934.035 935.035 936.035 937.035 938.035 939.035 940.035 941.035 942.035 943.035 944.035 945.035 946.035 947.035 948.035 949.035 950.035 951.035 952.035 953.035 954.035 955.035 956.035 957.035 958.035 959.035 960.035 961.035 962.035 963.035 964.035 965.035 966.035 967.035 968.035 969.035 970.035 971.035 972.035 973.035 974.035 975.035 976.035 977.035 978.035 979.035 980.035 981.035 982.035 983.035 984.035 985.035 986.035 987.035 988.035 989.035 990.035 991.035 992.035 993.035 994.035 995.035 996.035 997.035 998.035 999.035 1000.035 1001.035 1002.035 1003.035 1004.035 1005.035 1006.035 1007.035 1008.035 1009.035 1010.035 1011.035 1012.035 1013.035 1014.035 1015.035 1016.035 1017.035 1018.035 1019.035 1020.035 1021.035 1022.035 1023.035 1024.035 1025.035 1026.035 1027.035 1028.035 1029.035 1030.035 1031.035 1032.035 1033.035 1034.035 1035.035 1036.035 1037.035 1038.035 1039.035 1040.035 1041.035 1042.035 1043.035 1044.035 1045.035 1046.035 1047.035 1048.035 1049.035 1050.035 1051.035 1052.035 1053.035 1054.035 1055.035 1056.035 1057.035 1058.035 1059.035 1060.035 1061.035 1062.035 1063.035 1064.035 1065.035 1066.035 1067.035 1068.035 1069.035 1070.035 1071.035 1072.035 1073.035 1074.035 1075.035 1076.035 1077.035 1078.035 1079.035 1080.035 1081.035 1082.035 1083.035 1084.035 1085.035 1086.035 1087.035 1088.035,6.976 14.215 5.891 11.849 4.031 4.422 8.150 4.939 3.493 5.466 11.040 11.587 5.673 5.036 4.569 7.940 5.036 4.763 3.539 4.894 4.046 4.770 7.460 7.909 7.718 5.798 7.737 8.127 4.564 4.238 6.994 8.304 6.315 5.447 8.383 6.971 7.843 10.535 9.879 6.245 5.870 5.882 9.774 9.087 1.459 8.864 9.267 3.608 12.135 4.739 4.423 6.683 6.253 8.116 5.464 5.641 5.771 10.255 3.492 9.749 7.610 5.612 5.996 8.191 6.915 4.587 4.435 5.240 6.524 4.937 9.092 4.079 5.500 7.578 6.566 7.200 3.472 3.421 3.862 4.135 7.438 7.004 6.137 3.789 4.490 4.336 6.956 4.906 5.346 9.755 5.130 5.474 4.425 6.009 5.043 5.865 5.444 6.785 9.024 5.579 4.770 4.942 5.593 6.306 6.227 11.374 6.736 2.975 7.131 6.149 6.203 10.573 9.176 12.732 10.608 5.036 7.392 3.517 3.204 6.509 11.341 9.333 6.705 10.225 9.255 15.584 5.863 7.549 5.778 7.803 8.211 6.309 8.114 9.792 6.961 5.503 6.453 3.574 9.251 6.131 6.225 13.110 12.337 3.348 4.025 6.594 5.135 4.095 4.286 10.315 8.357 9.487 9.408 5.600 5.535 9.644 6.540 5.847 8.770 6.448 5.968 5.354 7.620 2.724 4.385 10.202 2.020 7.124 5.213 5.932 7.904 4.408 2.331 7.987 6.140 10.249 9.684 8.306 3.872 3.982 4.246 7.787 5.405 3.141 7.756 7.165 2.991 4.370 8.674 2.897 8.244 6.506 8.067 9.952 7.467 8.402 10.758 5.547 5.988 1.960 7.385 5.367 5.931 7.920 2.917 6.707 11.953 9.802 7.215 5.764 6.869 5.627 9.932 6.267 3.753 7.505 6.182 5.041 5.856 2.558 4.004 6.304 7.363 2.618 8.459 9.582 5.720 4.051 4.767 7.628 9.250 16.769 6.279 3.577 9.688 6.141 6.583 8.606 11.327 8.325 13.616 7.567 7.650 7.835 3.687 3.775 5.969 7.381 12.339 8.270 11.888 9.958 6.817 7.568 6.468 4.778 8.994 3.247 8.351 6.796 10.001 5.759 8.185 5.223 7.232 8.620 8.092 8.373 5.421 6.522 3.666 4.941 9.404 13.121 3.438 2.779 4.376 3.362 4.183 6.114 5.083 9.241 6.234 6.574 5.497 5.361 5.857 7.164 3.573 5.680 7.234 8.983 13.553 2.848 2.908 5.303 5.923 6.484 4.633 4.465,260
