average,date,timeset,start,stop,time,data
0,8/10/2018 12:03:39 PM,60,343.66,377.79,344.434 345.434 346.434 347.434 348.434 349.434 350.434 351.434 352.434 353.434 354.434 355.434 356.434 357.434 358.434 359.434 360.434 361.434 362.434 363.434 364.434 365.434 366.434 367.434 368.434 369.434 370.434 371.434 372.434 373.434 374.434 375.434 376.434 377.434,7.381 8.730 8.691 9.373 6.586 4.971 3.844 5.291 5.219 5.203 4.360 5.227 5.634 7.876 14.035 13.558 9.474 29.057 8.661 4.522 3.747 6.789 5.302 3.987 5.341 5.957 3.544 4.404 8.499 4.903 4.591 10.467 11.972 7.489
