difficult,scale,baseline,threshold,date,timeset,start,stop,time,data
1,0.5,8.855915,7.964402,8/10/2018 11:36:46 AM,300,1096.10,1396.13,1097.035 1098.035 1099.035 1100.035 1101.035 1102.035 1103.035 1104.035 1105.035 1106.035 1107.035 1108.035 1109.035 1110.035 1111.035 1112.035 1113.035 1114.035 1115.035 1116.035 1117.035 1118.035 1119.035 1120.035 1121.035 1122.035 1123.035 1124.035 1125.035 1126.035 1127.035 1128.035 1129.035 1130.035 1131.035 1132.035 1133.035 1134.035 1135.035 1136.035 1137.035 1138.035 1139.035 1140.035 1141.035 1142.035 1143.035 1144.035 1145.035 1146.035 1147.035 1148.035 1149.035 1150.035 1151.035 1152.035 1153.035 1154.035 1155.035 1156.035 1157.035 1158.035 1159.035 1160.035 1161.035 1162.035 1163.035 1164.035 1165.035 1166.035 1167.035 1168.035 1169.035 1170.035 1171.035 1172.035 1173.035 1174.035 1175.035 1176.035 1177.035 1178.035 1179.035 1180.035 1181.035 1182.035 1183.035 1184.035 1185.035 1186.035 1187.035 1188.035 1189.035 1190.035 1191.035 1192.035 1193.035 1194.035 1195.035 1196.035 1197.035 1198.035 1199.035 1200.035 1201.035 1202.035 1203.035 1204.035 1205.035 1206.035 1207.035 1208.035 1209.035 1210.035 1211.035 1212.035 1213.035 1214.035 1215.035 1216.035 1217.035 1218.035 1219.035 1220.035 1221.035 1222.035 1223.035 1224.035 1225.035 1226.035 1227.035 1228.035 1229.035 1230.035 1231.035 1232.035 1233.035 1234.035 1235.035 1236.035 1237.035 1238.035 1239.035 1240.035 1241.035 1242.035 1243.035 1244.035 1245.035 1246.035 1247.035 1248.035 1249.035 1250.035 1251.035 1252.035 1253.035 1254.035 1255.035 1256.035 1257.035 1258.035 1259.035 1260.035 1261.035 1262.035 1263.035 1264.035 1265.035 1266.035 1267.035 1268.035 1269.035 1270.035 1271.035 1272.035 1273.035 1274.035 1275.035 1276.035 1277.035 1278.035 1279.035 1280.035 1281.035 1282.035 1283.035 1284.035 1285.035 1286.035 1287.035 1288.035 1289.035 1290.035 1291.035 1292.035 1293.035 1294.035 1295.035 1296.035 1297.035 1298.035 1299.035 1300.035 1301.035 1302.035 1303.035 1304.035 1305.035 1306.035 1307.035 1308.035 1309.035 1310.035 1311.035 1312.035 1313.035 1314.035 1315.035 1316.035 1317.035 1318.035 1319.035 1320.035 1321.035 1322.035 1323.035 1324.035 1325.035 1326.035 1327.035 1328.035 1329.035 1330.035 1331.035 1332.035 1333.035 1334.035 1335.035 1336.035 1337.035 1338.035 1339.035 1340.035 1341.035 1342.035 1343.035 1344.035 1345.035 1346.035 1347.035 1348.035 1349.035 1350.035 1351.035 1352.035 1353.035 1354.035 1355.035 1356.035 1357.035 1358.035 1359.035 1360.035 1361.035 1362.035 1363.035 1364.035 1365.035 1366.035 1367.035 1368.035 1369.035 1370.035 1371.035 1372.035 1373.035 1374.035 1375.035 1376.035 1377.035 1378.035 1379.035 1380.035 1381.035 1382.035 1383.035 1384.035 1385.035 1386.035 1387.035 1388.035 1389.035 1390.035 1391.035 1392.035 1393.035 1394.035 1395.035 1396.035,6.050 3.146 4.512 5.350 5.415 4.475 3.160 6.793 14.041 8.719 5.519 2.561 10.356 5.778 5.027 5.023 11.495 4.672 6.183 3.045 8.072 12.140 4.059 3.102 8.375 4.982 7.362 4.109 17.290 5.588 5.374 10.178 4.388 9.850 13.631 8.560 5.661 5.674 2.264 2.774 5.412 5.293 6.760 3.922 3.064 20.018 4.947 6.730 4.236 12.567 4.429 3.970 5.363 2.984 3.670 7.465 9.533 9.011 5.298 15.208 6.848 6.070 6.002 7.667 9.181 8.286 7.812 8.813 3.845 5.141 6.943 7.696 5.174 2.337 4.207 6.945 10.461 6.695 10.918 5.402 12.116 5.339 7.978 6.538 4.096 5.450 4.931 8.453 5.246 3.052 3.430 6.015 5.748 4.839 9.843 4.057 5.401 3.158 4.460 9.781 6.346 3.773 9.039 4.042 12.487 9.450 5.213 13.641 3.924 6.803 6.040 8.578 8.248 4.737 9.079 6.418 2.160 4.415 4.876 3.869 9.424 5.405 6.349 7.777 8.043 7.527 2.916 4.088 17.033 6.886 6.456 9.208 6.447 4.346 7.146 8.572 3.100 7.889 5.828 7.491 5.782 10.573 3.972 6.483 9.686 4.723 5.883 2.573 5.393 9.727 6.510 8.756 4.365 4.887 2.497 7.097 10.301 12.446 8.651 4.874 2.993 2.926 9.898 8.290 11.188 4.971 7.352 9.358 5.357 5.702 7.533 5.085 11.375 7.163 6.644 8.104 8.849 5.220 5.311 4.530 13.959 9.382 3.319 6.181 4.100 8.185 10.556 12.510 8.892 3.187 8.366 4.257 4.850 9.478 8.507 9.006 7.741 8.924 8.255 6.657 6.127 6.352 8.196 8.089 7.662 5.826 10.291 7.367 4.744 3.671 5.651 4.416 3.855 8.707 5.961 11.005 9.925 5.337 4.990 10.538 5.230 11.031 4.547 5.167 9.768 4.504 4.027 7.403 5.277 3.311 4.138 7.817 4.069 5.906 7.555 4.787 5.248 4.808 8.390 8.209 4.761 3.726 12.529 4.842 6.180 10.237 5.005 3.020 7.205 10.842 5.850 6.010 11.141 10.326 9.445 4.599 7.452 8.609 4.688 12.106 10.920 3.940 8.679 7.473 5.811 5.554 2.646 5.259 4.148 6.725 3.871 5.591 8.308 6.292 6.404 10.335 4.050 2.851 3.206 5.112 7.805 5.656 3.694 7.870 9.409 5.136 3.928 5.626 8.998 3.329 4.474 3.997 4.239 11.517 6.947 12.258 7.179 12.743 7.158 5.281
