date,timeset,timefixation,start,average,stop,time,data
9/23/2018 2:44:51 PM,None,None,286.22,9177.349,287.63,"286.348 287.348 ","8829.782 7633.284 "
9/23/2018 2:44:54 PM,None,None,288.98,12960.57,290.66,"289.348 290.348 ","18427.180 9214.597 "
9/23/2018 2:49:04 PM,None,None,539.16,10940.61,539.94,,
9/23/2018 3:03:51 PM,None,None,1425.69,138657.8,1426.69,"1426.254 ","109565.100 "
9/23/2018 3:04:04 PM,None,None,1438.38,36423.96,1440.22,"1439.254 ","36299.000 "
